config_id,learning_rate,gamma,batch_size,eps_start,eps_end,eps_decay,mean_reward,std_reward,training_time_minutes,max_gpu_memory_gb,status
5,0.00028,0.98,14,1.0,0.015,0.18,180.0,0.0,16.452810366666668,0.6032781600952148,success
6,0.00055,0.99,10,1.0,0.05,0.22,0.0,0.0,13.805969916666667,1.0810165405273438,success
7,0.0009,0.975,12,1.0,0.08,0.12,0.0,0.0,13.472208066666667,1.0825185775756836,success
8,0.00012,0.996,16,1.0,0.01,0.28,281.5,76.51960533092156,16.608277433333335,1.0855226516723633,success
9,0.0004,0.988,15,1.0,0.035,0.19,0.0,0.0,14.566556133333334,1.0855226516723633,success
10,0.00018,0.993,13,1.0,0.02,0.16,135.0,0.0,15.011210666666667,1.0855226516723633,success
